comedian,tags,text
George Lopez,,"And while we’re at it Sheriff Joe in Arizona, fuck you you fucking puto. How about that? Fuck you. You fat motherfucker. Fuck you. I said I was gonna talk some shit. Fuck you Sheriff Joe, you fucking puto. Fuck you. Fuck you."
George Lopez,,"I love comedy and I would write things to myself as an exercise in writing. I didn't do well for years, and I quit. I started to break down why I was afraid and started to look at people I admired, like Richard Pryor, Eddie Murphy, Freddie Prinze, George Carlin and all."
George Lopez,,"If the worst thing that can happen is that nobody laughs, then I can deal with that, because the worst thing that can happen at the factory is that I could lose a limb or be crushed by a huge machine."
George Lopez,,I didn't come from a background where I saw a lot of loving couples. All my aunts and uncles were either split up or fighting all the time. The only healthy relationships I saw were on TV.
George Lopez,,I’m not trying to catch the right formula and do that every night. That’s not fun for me. It’s all about spontaneity.
George Lopez,,"It's not even about black and white anymore, because so many people are from mixed backgrounds and mixed ethnicities, and it's just a great time to be able to pull all that together."
George Lopez,,"I can't pay her back, but what I can do is make her as happy as she thought I would when we first got married."
George Lopez,"honesty,desire,motivation","I used to be ashamed by the way that I grew up. I tried to lie my way through better times, but when you think that honesty and truth is really your best weapon you embrace it and put it behind you. In the end, it drives you and motivates you to do good work. No one should be ashamed about where they come from as long as you desire to be a compassionate and decent person."
George Lopez,audience,"We have 93 million households, and we’re in a beautiful position at 11 o’clock. There’s an audience out there that’s underserved. In the continuing diversity of the country, and as people become more familiar with you, you realize it’s not your father’s country anymore."
George Lopez,,"I think it's easier for African American and white comics to be praised than it is Latinos because they think our culture or our humor is substandard. I mean, I just don't think they want to give us credit. I just don't think that they see us as important enough to be at their level. I'm the longest-produced comedy at Warner Bros. and I don't feel special. They come over and say hello. But everybody's gonna make a lot of money and I don't feel like I'm special to them."
George Lopez,,"Life is moments going by, but if you don't grab them, they're gone. For a long time, the only moments that were available were bad ones. So now I make sure to grab the good ones."
George Lopez,,"When you go to cable, there are no stations and no affiliates and they allow you to do your show."
George Lopez,,"I've gotten to a place where I am comfortable and I don't battle myself. I'm further ahead than I ever thought I'd be. I've exceeded everyone's expectations. Including, I think, my own."
George Lopez,audience,"I've spent days in cinemas answering questions from the audience, in interviews, travelling abroad, and all they do is thank me nicely."
George Lopez,mexicans,"Mexican people never say they’re sorry. My grandmother, when I was young, hit me with her car. I was in the driveway–pang! “You know where I park, cabron. Mira, where the oil is.” Did she say she was sorry? “Ta loco, he’s seven. When he starts paying the bills, then I’ll say sorry.”"
George Lopez,,"I had a very difficult childhood. I was surrounded by people who had both parents, which made me feel different. Having a bit of a rougher existence early on, it made me appreciate the work ethic that my grandparents instilled in me."
George Lopez,,"If laughter is the best medicine, I promise to continue to make you laugh as my wife and I work together with the National Kidney Foundation to save lives."
George Lopez,,"I'd shake his hand, but I think that's what's holding up his pants."
George Lopez,,"As long as you are a tax deduction, you will always be safe in my house."
George Lopez,"homeless,addiction","People who are homeless, they're not all addicts. A lot of times, they're just people who, through something like losing their job or losing someone in their life, ended up on the streets. So much of our time is spent in cars that sometimes you need to look out of those windows. And you see that a dollar, 50 cents, whatever you have, may not mean much to you, but it means everything to people who are hungry and who are in need."
George Lopez,,"Just ’cause you can’t control yours, don’t throw us all out!"
George Lopez,smoking,"It's good to see people not smoking. You get dressed up, and you smoke, and it gets in your clothes. You go, ‘What should I wear tonight?’ ‘I don't know, honey, how about something menthol?’"
George Lopez,market,Presents? We already bought you a lot of things. Member when we were at the market and I bought you gum? You'member.
George Lopez,,I have little compassion for people in trailer parks who refuse to move after getting tornado warnings. How hard is it for them to relocate? Their house have wheels.
George Lopez,,"It was June 4, 1979, the first time I went on stage. I didn't know I could do it but I knew I couldn't not do it. I quit everything in my life and this was the one thing I couldn't quit."
George Lopez,toasters,"Tasers don’t work on us. When you grow up poor, you get shocked by shit every single day. Toasters, lamps..."
George Lopez,,"The average late-night viewer is in their mid-50s and the average viewer of TBS is in their 30s and is largely African-American and Hispanic, already, before I even get there."
George Lopez,,"One day, there will be a Latino president.  It could be the mayor of San Antonio. And when he’s all crudo, he can send his brother out there."
George Lopez,,"At the factory, I deal with ex-cons, substance abusers, and sexual harassers. And I'm not just talking about my mom."
George Lopez,,This is L.A. You wanna learn Spanish? Take the bus.
George Lopez,mexicans,"There's no one I admire more than Lee. To be Mexican-American at a time when our culture was really invisible, and to slay the best golfers in the world with a homemade, 'freehand' swing, which is such a Mexican thing, and for me to see that with the big eyes of a kid, as a lot of young kids connect success to Tiger, I connect my success to Lee. It turned out we both grew up knowing what it's like to be alone, we both learned how to mask some of that by being funny, and now to know him and love him, and have him love me more than anyone from my own upbringing, to have him call me 'My boy,' man, that's it."
George Lopez,,"I don`t know what to do about Max, Angie! Last yeah he was up waiting for Santa, and this year him and his little friends on the roof jacking his sleigh! God knows what Carmen will do with the elfs..."
George Lopez,,We didn’t have a ‘baby-proof’ house. Sometimes a 2-year-old with a hammer woke your ass up from a nap!
George Lopez,,It's an honor to walk in the footsteps of a legend. As host I intend to honor the tradition of The Bob Hope Classic and have a great time blazing a new path.
George Lopez,mexicans,Imagine going in knowing that no Mexican American before you had ever succeeded in a lead role.
George Lopez,,I never get to do nothin' in this house!
George Lopez,,"The first night was awful because I was so afraid, and I was never more afraid because it was going out of my character to be outgoing and to be vulnerable and to be out there and onstage. My hands were sweaty and I couldn't swallow, and I drank a bottle of wine to calm my nerves."
George Lopez,,I've gotten in trouble with every race you can imagine.
George Lopez,,I wanted my character to be accessible and nonthreatening.
George Lopez,,"Memories, priceless. Well not really priceless, but there you go!"
George Lopez,,"If you make waffles, throw out the first one."
George Lopez,,"When I look at the Gospel, I see how it is speaking to me at this time. I see how to be to others and it helps."
George Lopez,,I never realized I could love people as much as I do now.
George Lopez,,"I didn't want to be nobody, and that was the only way I could be somebody was to do stand-up."
George Lopez,golf,"My wife gave me a book before we got married, Oh, the Places You'll Go!, by Dr. Seuss. She was trying to tell me something, about what I was capable of, but I didn't get it. Over time, I've sort of lived the message in that book, and I couldn't have without what golf taught me. So I put it in my bag while I played the Old Course, and on the last hole when I posed on the Swilcan Bridge, I held it up."
George Lopez,hollywood,"I am going to bring a more eclectic group of actors and a more eclectic group of musicians from Mana to Santana to Slash and Garth Brooks. I know some pretty high-profile people in Hollywood, in music and in comedy. They all seem to be supportive of the idea."
George Lopez,obama,Obama is the closest thing to a Latino that we have. Barack. Everybody wants to see his birth certificate too.
George Lopez,,Life is too short to not have an orgasm every day.
George Lopez,,"So I started to relax and would work on my act eight hours a day, sitting at a desk writing at my grandmother's house, and I would put on Richard Pryor Live on Long Beach and would play it like a loop and think and write."
George Lopez,,"What they have at Chuckie Cheese that we dont have at our house, you wanna see a mouse... stand there... pull the refrigerator out the wall."
George Wallace,,What lazy SOB invented the Clapper? What do I have to invent so I don’t have to get off my lazy butt and go over and flip that light switch. My father had a Clapper 30 years ago - me.
George Wallace,complaints,"Like this girl said, after she caught me using her tooth brush. I said Why are you complaining? 30 mins ago you were licking my ass."
George Wallace,coffee,As the fly said while landing on the mirrored coffee table. Well... That's another way of looking at it.
George Wallace,complaints,Why does the Air Force need expensive new bombers? Have the people we've been bombing over the years been complaining?
George Wallace,,"Who ever heard of flight 5050? It's always flight 102, flight 216. 5050? They're telling you before you leave the gate - 50/50. Now go out there on runway 13 and give it your best shot."
George Wallace,,"My mother could say some stupid things. I do something wrong, she'd say things that didn't even make sense. ""You go to your room and you stay there until you know how to act."" I'm in my room for three hours. ""To be or not to be, that is the question."""
George Wallace,"babies,politics",People don't let politicians kiss your babies. Those lips have been on lobbyist asses for years now.
George Wallace,"girlfriends,doctors",My girlfriend likes to play doctor. So I always make her wait 90 minutes before I see her.
George Wallace,,I swear some days I think I owe my toilet an apology.
George Wallace,chicago,Freaks everywhere. I went to a church in Chicago. Church had six Commandments and four do-the-best-you-cans.
George Wallace,,"I was walking around Taiwan and bought some flip flops for my feet. I said I wonder where were these made. Looked under the bottom. It said, ""just around the corner."""
George Wallace,bible,Why is there a Bible in the Courtroom? Isn't that why we're here in the first place? Somebody is lying.
George Wallace,"girlfriends,doctors","My girlfriend likes to play doctor, so I make her say ""Ahhhh"" then charge her $700."
Gilbert Gottfried,,"At the Last Supper how come no one sat on the other side of the table? See, I think originally there were people sitting on the other side but those were the people going, ""You know, the air conditioning hits me right on the back on the neck."""
Gilbert Gottfried,michael jackson,"If the police ever try to pick me up, Michael Jackson told me I can hide out at his house."
Gilbert Gottfried,,I've always said my career is somewhere between children's programming and hard-core porn.
Gilbert Gottfried,,I personally think Miles Davis is a lot funnier than me. And he's working more.
Gilbert Gottfried,,"Sometimes I'd sit and talk to Nostradamus and he'd just sit there go, ""I know. I know."" Once I went to movies with Nostradamus. I said, ""Boy, what did you think of that ending?"" He goes, ""What? You didn’t see that coming?"""
Gilbert Gottfried,,I predict one of these two teams will win the Super Bowl.
Gilbert Gottfried,,I've never been one of those who wanted to fill my calendar up 90 percent of the time.
Gilbert Gottfried,,"I always felt bad for Mother Teresa. Mother Teresa lived a whole life helping starving children and dying villages, but she could never be declared a saint 'cause she never actually performed a miracle. And it was towards the end, she was desperate to perform a miracle, so she would go up to starving children and go, 'What's that behind your ear? It's a quarter!'"
Gilbert Gottfried,9/11,"With Katrina, it's almost like the sequel that doesn't live up to the original. It's certainly a shocking event and a tragedy, but somehow as a big event it doesn't seem to carry as much weight with the public as 9/11 did."
Gilbert Gottfried,,"I've done a lot of Fox shows since then - Married with Children, Living Single and a whole bunch of other Fox things."
Gilbert Gottfried,masturbation,How exactly do they prove that you've been masturbating? Do they dust for prints?
Gilbert Gottfried,,I host these bad movies late at night.
Gilbert Gottfried,,"The pressure to being a comedian is being funny, but I've given that up, so there is no pressure whatsoever."
Gilbert Gottfried,"celebrities,masturbation","Every time you open the paper now, there seems to be another celebrity getting arrest for masturbation. First, it was Peewee Herman and then George Michael. If masturbation's a crime, I should be on death row."
Gilbert Gottfried,,"Unfortunately, I've never been mistaken as Johnny Depp."
Gilbert Gottfried,,"I've always felt sorry for Jesus 'cause you know no matter what he ever did, he could never live up to his father."
Gilbert Gottfried,,Japan is really advanced. They don't go to the beach. The beach comes to them.
Gilbert Gottfried,,"If you have the Old Testament at home, if you flip the corner pages, you can see Jesus riding a horse."
Gilbert Gottfried,,"No, generally I think influence is used as a nice word for plagiarism."
Gilbert Gottfried,,"Well, I'm eventually gonna take the Daryl Hannah parts."
Gilbert Gottfried,,"I have always felt comedy and tragedy are roommates. If you look up comedy and tragedy, you will find a very old picture of two masks. One mask is tragedy. It looks like it's crying. The other mask is comedy. It looks like it's laughing. Nowadays, we would say, ""How tasteless and insensitive. A comedy mask is laughing at a tragedy mask."""
Gilbert Gottfried,"religion,acceptance","I was talking to Jesus, and I said, ""Jesus, I feel like no one will ever accept me."" And Jesus looked at me and said, ""You know what my theory is? Accept me or go to hell."""
Gilbert Gottfried,,"I can't even find someone for a platonic relationship, much less the kind where someone wants to see me naked."
Gilbert Gottfried,"doctors,cancer","A man goes to the doctor for a check, and the doctor exams him and says ""I've got bad news, you've got cancer and alzheimers."" The man goes ""Thank god I don't have cancer."""
Gilbert Gottfried,,What do you get when you cross a genius with a hooker? A fucking know-it-all.
Gilbert Gottfried,,"Last night I was having dinner with Charles Manson, and in the middle of dinner he turned to me and said, ""Is it hot in here, or am I crazy?"""
Gilbert Gottfried,,"Well, I play Jews and parrots. Parrots are how I've branched out."
Godfrey,art,"I wish people would understand that comedy is an art form, and that the same thing that makes a Picasso painting is the same thing that gives Bill Cosby the ability to do an hour of comedy on his kids."
Godfrey,,"I observe everything around me and when something hits me and it’s funny, that’s what I talk about. I’m a more observational kind of comic."
Godfrey,,"If Mandela were a comedian, I bet he would never get mad at a heckler, he'd give him or her a hug."
Godfrey,,I love when they show the really gay prisoner in prison shows. He's the cutest inside but you know on the street he would be the ugliest.
Godfrey,advertising,"If they played the world hunger commercials with some dope beats, they'd probably get mad donations son!"
Godfrey,,"In the locker room. Some dude is staying a conversation with me. ""Hey not while you're drying your nutsack""."
Godfrey,,"The one thing you don’t want to be is a sucky clean comic. I hate sucky clean comics! It’s like Christian rock, bro. I’d rather listen to gospel and Christian rock. That’s cheating!"
Godfrey,differences,"I use profanity because I like profanity, but I’m not vulgar. Big difference. I love profanity because I really think profanity is cool."
Godfrey,,"I just want people to know, “this dude is a funny dude. I’m a fan of this dude. Now I’m looking forward to the next one.”"
Godfrey,girlfriends,Tell your girlfriend or wife you love them everyday. Like I do!
Godfrey,,"You've got to keep moving, keep creating."
Godfrey,racism,Want to shut a racist white guy's mouth. Put him around Super human athletic black dudes.
Godfrey,,I can always create new material. That's something I can control.
Godfrey,,"I got into trouble a lot in school. They say you're a disturbance in class. You're a distraction, they're moving you around. You never really get rewarded in class for being funny. You're a disturbance. But the funny kid is often witty and clever and quick... they finally get a chance to express themselves when they get out of school."
Godfrey,,"That's what I take pride in in my stand-up, is changing things up. Being special."
Godfrey,,"But there's times when I like to find the strange angles to something. People go, 'I heard a lot of jokes like that, but that's one of the most interesting takes I heard.' That's what I try to do."
Godfrey,,I'm forever a part of pop culture.
Godfrey,,I want to be able to go into a room of aliens and be funny. I don’t care who it is. I don’t ever want to limit myself to a type of comedy because I don’t want to be stuck. I want to be able to make anybody laugh and that’s the key for me.
Godfrey,,"I could be talking about cats and someone who’s a cat owner can go, “Hey man, you shouldn’t talk about cats!” and I’m like, “I bet you if your cat was sitting here he wouldn’t know what the fuck I was talking about.”"
Godfrey,,But some people want attention so bad they want you to see them angry at you.
Godfrey,,"I would say, as far as heckling, there’s benign and there’s malignant; like tumors man. Sometimes you get really nice hecklers. I’d say percentage-wise it’s only about 10 to 20 percent the whole year."
Godfrey,"advertising,school",You know your school is crappy when they advertise it on the subway.
Godfrey,,"My black friends in America don't believe me. I said, 'Dude, I'm Nigerian American.' 'Word? We thought you were, like, regular black.' What the hell is 'regular black'? Crayola coming out with colors I don't know about?"
Godfrey,,"You know what the bodega is? It's the little Latin store, and they try to act like it's a grocery store. It has two aisles. And the guy, he always tries to help me, 'You looking for the bread?' I was like, 'Dude, I can see it right here, alright.' He's like, 'Hey, hey, it's in aisle two.' That's all you got, what are you talking about?"
Godfrey,,The X-Games - I watch that; I'm not impressed. That's white dudes' desperation. They're running out of sports. They gotta find something that black dudes won't touch.
Godfrey,"intelligence,teachers","I was always the class clown, although many teachers view the class clown as a trouble maker. But I always had good grades, so the only thing my parents were told was that while I was intelligent, I talked too much."
Godfrey,,"Thanks for the shortest month, asses - and the coldest."
Godfrey,,"I went to University of Illinois. Big school. 35,000 students. 800 black… I was the only black in every class. Hard to be absent."
Godfrey,dancing,When my woman kisses me I start dancing like James Brown. Ow! I Feel Good!
Godfrey,homeless,"You ever pull out money too big in front of a homeless dude? You're like, 'Let me give you some - oh, shit.' He like, 'Give me that $100.' 'No, here's some pennies.'"
Godfrey,,"You know, the energy I think I was just born with. I think I was just always like that as I kid; I was always real energetic."
Godfrey,,"In general I believe in treating everybody nicely. I just think everybody doesn’t have to be an asshole. I just don’t understand why, because everybody wants to make it so badly when it comes to the fame and money, everybody turns to shit. I believe you can actually make money and be cool."
Godfrey,,"This is my life, man! You can’t tell me how to talk about my life. People come with that kind of arrogance like, “you need to be talking about this.” I say, “well you need to go listen to Christian comedy then.” It’s like listening to Christian rock, it just doesn’t count. You can either sing gospel or Catholic Church music, stay away from rock. You can’t rock a solo to Jesus, I’m sorry. No, I’m listening to Zeppelin dude."
Godfrey,,Customs is punishment for those who travel. This will teach you for traveling to our country!
Godfrey,"complaints,problems,white house","I think anybody that protests at a comedy club is too easy. If you have problems and issues, you need to go to the White House and complain to Congress. Don’t come to a comedy club and bitch. That’s too easy."
Godfrey,"parents,immigration,airports",My parents are immigrants. Came here with no money. Not this welfare thing. Welfare’s luxury… They came to the airport naked. “Can we get on the plane? I don’t want to show you where my passport is.”
Godfrey,chicago,"The weatherman gets to curse in Chicago - it's license, it's a law, I'm serious. 'What's the five day outlook? Holy shit. It's cold as fuck out, that's what it is.' And there's a picture of a snowman with his middle finger up."
Godfrey,,I think there are people living in Walmart dressed up as employees.
Godfrey,arguments,"Even if you get a joke right you’ve done it a thousand times and sometimes there’s times where it just doesn’t work or someone doesn’t agree with you. And I want to show that. I have had more hecklers because that’s part of comedy is arguments, you know?"
Godfrey,airports,I'm still trying to understand the wearing off high heels at the airport.
Godfrey,"complaints,asians","Be happy with your stereotype. Asians - that's the stereotype I want. Being the smartest person in the world? You're the smartest, what are you complaining about? You know what I get? 'Wassup?'"
Godfrey,,"I think that sometimes I’ve been a little too nice. I think you have to have a balance. When you’re too nice people take you for granted, they take you for a fool I think."
Godfrey,immigration,"Immigrants have been coming here for a long time. The Americans that are afraid of others coming were immigrants once themselves, so they have a lot of nerve. We have a lot of nerve as a country. The only people that should have xenophobia are Native Americans. Everyone else should shut up."
Godfrey,audience,"I think the audience should take away that it’s okay to be smart, it’s okay to be funny and well-learned. You can be from academia and be funny; you don’t have to be an idiot."
Godfrey,religion,People will bitch about anything. It doesn’t matter. It doesn’t even have to necessarily be a serious topic like religion. It could be anything and people will have a problem. I’m telling you! It could be anything.
Godfrey,,Hey man! I’m a comedian but I’m not a clown.
Godfrey,,I used to think it was corny to be in love but actually it's corny to lose an awesome woman! Real talk.
Greg Behrendt,,"Don’t be flattered that he misses you. He should miss you. You are deeply missable. However, he’s still the same person who just broke up with you. Remember, the only reason he can miss you is because he’s choosing, every day, not to be with you."
Greg Behrendt,,"You picked a lemon, throw it away lemonade is overrated. Freaks should remain at the circus, not in your apartment. You already have one asshole. You don’t need another. Make a space in your life for the glorious things you deserve. Have faith."
Greg Behrendt,,"We have become a sloppy bunch of people. We say things we don't mean. We make promises we don't keep. ""I'll call you."" ""Let's get together."" We know we won't."
Greg Behrendt,,"If a man is really into you, nothing will stop him from being with you - including a fear of intimacy."
Greg Behrendt,,"If he’s not calling you, it’s because you are not on his mind. If he creates expectations for you, and then doesn’t follow through on little things, he will do same for big things. Be aware of this and realize that he’s okay with disappointing you."
Greg Behrendt,,"Let’s start with this statistic: You are delicious. Be brave, my sweet. I know you can get lonely. I know you can crave companionship and sex and love so badly that it physically hurts. But I truly believe that the only way you can find out that there’s something better out there is to first believe there’s something better out there. What other choice is there?"
Greg Behrendt,,"Feeling in love  and fear feel a lot alike. They both give you that anxious butterfly feeling in your stomach, a sense of excitement, and a general unease physically and mentally. It's easy to confuse love with fear."
Greg Behrendt,inspiration,People are inspired to do remarkable things to find and be with the one they love.
Greg Behrendt,,The reason it's so painful when someone disappears is you have to face the fact that the person you loved had probably left you a long time before he grabbed his coat and scrammed.
Greg Behrendt,judgment,"He’s just not that into you if he only wants to see you when he’s drunk. If he likes you, he’ll want to see you when his judgment isn’t impaired."
Greg Behrendt,pain,"Drinking, eating, shopping, revenge, rebound sex, drugs or whatever your poison may be will number the pain - but that's all."
Greg Behrendt,,"I'm about to make a wild, extreme and severe relationship rule: the word busy is a load of crap and is most often used by assholes. The word ""busy"" is the relationship Weapon of Mass Destruction. It seems like a good excuse, but in fact in every silo you uncover, all you're going to find is a man who didn't care enough to call. Remember men are never to busy to get what they want."
Greg Behrendt,,"If he's unsure, then he's unsure, and that's an answer - unsure is 'no.' The phrase 'I love you, but I'm not in love with you' really is this. The first 'I love you' means, 'I don't want to hurt you.' The second one means, 'I'm not in love with you.' That's bad news. 'I'm not in love with you' is 'I'm not in love with you.'"
Greg Behrendt,,I think the time it takes to feel better about a break up is directly proportional to the time it takes to feel better about yourself.
Greg Behrendt,,Two people in a relationship either grow together or apart over time.
Greg Behrendt,,This country is in a big hurry to go nowhere.
Greg Behrendt,,"I like the idea that when a guy comes over to the house, I get to say I wrote the book."
Greg Behrendt,,"I don't have to edit myself. I get to be me, warts and all, and that's ultimately what people want, and to trust each other implicitly."
Greg Behrendt,,"Part of being a comedian is that it's your job to look at life and regurgitate it in a funny way, to point out its absurdities."
Greg Behrendt,dating,I've never tried to pass myself off as anything more than a comedian who wrote a dating book.
Greg Behrendt,inspiration,"Don’t idolize anyone if you can. You know, be inspired by people, certainly, but don’t idolize people… Because they’ll let you down."
Greg Behrendt,,"Even with all the mayonnaise in the world, you can't make chicken salad out of chicken shit."
Greg Behrendt,challenges,Life's biggest rewards come from the biggest challenges.
Greg Behrendt,,Why should you feel honored for getting scraps of his time?
Greg Behrendt,,"I believe in love in hindsight, meaning attraction and connection can be remembered as love at first sight. But how could you possibly know at first sight? That's too much pressure to put on a relationship."
Greg Behrendt,,"There are only so many ways to get people to go see stand-up, that it really is about the product; it’s not so much about the theme of the show. "
Greg Behrendt,,Having feelings doesn’t mean you have to have sex.
Greg Behrendt,television,"I'm just not interested in daytime television, which is something you should remember the next time somebody offers you a daytime talk show."
Greg Behrendt,questions,"I’m the co-author of two relatively popular relationship books…Because of that I’m asked questions quite a bit… Questions about the relationships the person is in. Generally, it’s a woman. Generally, the answers are pretty easy. “I’ve been seeing this guy, Greg. And he doesn’t call.” He doesn’t like you. That’s it. We don’t have to say any more… They’ll say, “Greg, my boyfriend is married…” Say that back to yourself."
Greg Behrendt,,A man who wants to make a relationship work will move mountains to keep the woman he loves.
Greg Behrendt,,Always be classy. Never be crazy.
Greg Behrendt,,"Men would rather lose an arm out a city bus window than tell you simply, “You’re not the one.” We are quite sure you will kill us or yourself or both - or even worse, cry and yell at us."
Greg Behrendt,,"I believe in love the verb, not the noun."
Greg Behrendt,,"I think that God is disappointed in anal sex. I think he thinks to himself, “It’s just that I worked so hard on the vagina. I thought you guys would go crazy for it… It’s like the lobby of a great hotel. There’s carpeting and drapes and it’s warm. It’s an entry way and a exit way for babies, the greatest thing there is. And all you freaks want to do is to come in the back by the dumpster. I don’t get it!”"
Greg Behrendt,,"Remember always what you set out to get, and please don’t settle for less."
Greg Behrendt,change,"Sometimes people change their minds, sometimes they meet someone else, sometimes they get sober, and sometimes he was just a jerk who you’re lucky to be rid of."
Greg Behrendt,,"Men, for the most part, like to pursue women. We like not knowing if we can catch you. We feel rewarded when we do. Especially when the chase is a long one."
Greg Behrendt,,"If a guy is treating you like he doesn’t give a shit, he genuinely doesn’t give a shit. No exceptions."
Greg Behrendt,change,"For me, a breakup changed my entire life. I was a mess. I really got rocked, and I ended up turning it into a positive thing."
Greg Behrendt,,Everybody I know is bizarrely beautifully fucked up in some way.
Greg Behrendt,business,"I always say that I love magic but I hate magicians. I like being fooled. If you wave your hands in front of my face and I think you’re doing a trick, I’m easily impressed. If you pull a quarter out of my ear, I’m quite certain you’re a wizard. But I don’t like the way most magicians don’t act like they’re magical; they act like show business dicks."
Greg Behrendt,driving,"My grandma used to say ""Sound your Klaxon when you come around a turn."" And I'd say ""Shut your fucking Klaxon I'm driving!"" Oh we had fun."
Greg Behrendt,,It is with great sadness and a heavy heart that have to announce that I ate kale and liked it.
Greg Behrendt,pain,"Breakups hurt like a motherfucker, but they are not the end of the world. The pain is temporary, and if handled properly, they can even be life-changing."
Greg Behrendt,,"Lying, cheating, hiding is the exact opposite of the behavior of a man who’s really into you."
Greg Behrendt,,"There`s nothing wrong with sending a quick note if you`re busy or just want to flirt, but it`s hard to have any real interaction over text. In the buffet of communication, text messaging should be a side dish, not the entree."
Greg Behrendt,,"I love to eat. That's why I got so fat; I love to eat. If I don't walk away from a meal hurting, I didn't do it right. If I don't walk away from Thanksgiving dinner feeling like I've been turkey-fucked in a gingerbread prison, I didn't do it right."
Greg Behrendt,,I'm in an abusive relationship with butter. And I'm the only one getting hurt.
Greg Behrendt,,If I had butterscotch pants and a cheetah sweater... I'd be just fine.
Greg Behrendt,,I'm no longer a prisoner of my fears. Which really just means I'm using real butter.
Greg Behrendt,,"I just told someone they had a ""manly-ass jacket."" I may have to give up speaking as my primary form of communication."
Greg Behrendt,,It's time to stop pretending I'm ok with things I'm not ok with like all insects and Foster the People.
Greg Behrendt,hate,"People don't admire you for what you hate, they admire you for what you do about it, and your slacks."
Greg Behrendt,,"She didn't love me that much, but she moved in with me. That's a plus. And then one night, I caught her making out with another dude on the driveway. That's a minus."
Greg Behrendt,,"You break up with us, we get drunk and then stand on your lawn, and then a cop comes. I'll be like, 'Oh, this is over! I get it. It's over. Gotcha.'"
Greg Behrendt,,"Why wouldn't he be, he's the son of God? He's not gonna be walking around going, 'Oh, I've got back fat today. I'm so puffy.'"
Greg Behrendt,,"When you unleash the mix upon her, she will understand the beauty of who you are as a human being, and then she will melt and be in your bedroom soon. That's the plan with the mix."
Greg Behrendt,,"For as much as I know about being a guy, I ought to go to a hardware store wearing a tiara. 'Hi, do you have a bang-bang-bang to put the pointy thing in? I need a grab-hold and twisty because I'm putting up some - help! - curtains.'"
Greg Behrendt,,Can you deep fry the bacon? Oh how I wish you would...
Greg Behrendt,girlfriends,"I was coming down the street today with my girlfriend. This guy shouts out, 'Hey man, your girlfriend's a peach!' And I thought, 'Well, that's nice.' And then it turns out she has a really fuzzy face and a stem."
Greg Behrendt,,"If a guy truly likes you, but for personal reasons he needs to take things slow, he will let you know that immediately. He won’t keep you guessing, because he’ll want to make sure you don’ get frustrated and go away."
Greg Behrendt,,"One of the suckiest and most frustrating facts of life is that sometimes relationship just end, often without reason. I truly believe that sometimes both men and women simply run out of love, even when there was a lot of it in the beginning."
Greg Behrendt,friends,"Personally, when I’m picking friends, I like the ones who don’t make me cry myself to sleep."
Greg Behrendt,,"Sometimes we become attached to what’s familiar, and sometimes we hold on to things that are safe and predictable, even if they are bad for us."
Greg Behrendt,dating,"If you date, you will meet your share of weirdos and jerks. That is as sure as death and taxes."
Greg Behrendt,,"It is in that moment, when you really lay down your cards and see the relationship for what it was, that you'll find the freedom to kick it in the ass and let it go."
Greg Behrendt,,"Before you look for validation in others, try and find it in yourself."
Greg Behrendt,,"Cheating gets easier every time it's done. It's only hard the first time, when one feels the sting of morality and the guilt of betraying someone's trust."
Greg Behrendt,,Wasting time in a relationship that blows is just that - wasted time.
Greg Behrendt,worth,Anyone who assesses you or your relationship as disposable is not worthy of your time or tears.
Greg Behrendt,,Don’t spend your time on and give your heart to any guy who makes you wonder about anything related to his feelings for you.
Greg Behrendt,dating,"If the guy you’re dating doesn’t seem to be completely into you, or you feel the need to start ‘figuring him out,’ please consider the glorious thought that he might just not be that into you. And then free yourself to go find someone that is."
Greg Behrendt,shoes,"He doesn’t have to love your CD collection. He doesn’t have to love your shoes. But any good, mature guy better make an attempt to love your friends and family - especially when they’re great."
Greg Behrendt,,"Being brokenhearted is like having broken ribs. On the outside it looks like nothing's wrong, but every breath hurts."
Greg Behrendt,,I'm tired of seeing great women in bullshit relationships.
Greg Behrendt,,Cheaters never prosper. Because they suck.
Greg Behrendt,vacation,"'But he was so great!’ Yes, and the people who got on the Titanic thought they were going on a vacation."
Greg Behrendt,halloween,"I have two rules when you come to my house on Halloween. Wear a costume - 'cause if you've manned your door at your own house, you know how many kids will roll up, 14 years old with no costume and an attitude. My other rule: don't grab. Let me assess you and then design a candy situation for you."
Greg Behrendt,,"If he's choosing not to make a simple effort that would put you at ease and bring harmony to a recurring fight, then he doesn't respect your feelings and needs."
Greg Behrendt,white house,"How many presidents, do you think, ever said to another guy: ‘I can’t believe we’re doing this in the White House’?"
Greg Behrendt,,"When a guy is into you, he lets you know it. He calls, he shows up, he wants to meet your friends, he can’t keep his eyes or hands off of you."
Greg Behrendt,,Just because he’s busy doesn’t make him more valuable. “Busy” does not mean “better”.
Greg Behrendt,pain,The pain of being in a bad relationship is confusing. When it’s over - it’s over. No more confusion!
Greg Behrendt,audience,"I mean, every audience for me is different. It's like jazz; you have to feel them out at the beginning and see what they're up to and see what their resistance is and their strengths are and then you just sort of go towards that."
